File,Name,Artist,Charter,Year,Genre,StarRating,IntensityStars,LengthBonus,Blended,TotalNotes,FretLaneNotes,StrumCount,HopoCount,TapCount,DurationSeconds,MeanNps,MaxNps,P83,P93,P99,L5,FretMean,StrumMean,SustainMean
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 09 - Trapped Inside a Prison a Vengeful Escape\8. Zakk Wylde Solo Medley Deluxe (jdurandTV & xX760Xx)\notes.chart,Zakk Wylde Solo Medley: Deluxe,Zakk Wylde / Black Label Society,jdurandTV,", 2020",Metal,9.46,7.90,1.56,12.811,7057,7115,928,5098,1031,715.16,6.744,21.308,10.336,12.491,16.070,14.995,6.623,0.363,0.192
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 10 - Intergalactic War (Battle to Save Our Universe)\01. An Endless Sporadic - Galactic Tactic (jdurandTV)\notes.chart,Galactic Tactic,An Endless Sporadic,jdurand11143,", 2016",rock,12.37,11.24,1.13,17.185,2452,2480,93,70,2289,181.50,8.129,21.218,14.445,17.336,19.845,18.940,8.061,0.178,0.171
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 10 - Intergalactic War (Battle to Save Our Universe)\02. Galneryus - Cry for the Dark (Chemfinal)\notes.chart,Cry for the Dark,Galneryus,,,rock,8.08,6.93,1.15,11.480,2165,2656,1459,333,373,323.61,5.915,21.793,8.869,11.076,15.161,13.813,5.516,1.584,0.321
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 10 - Intergalactic War (Battle to Save Our Universe)\03. Origin - The Aftermath (Angevil)\notes.chart,The Aftermath,Origin,Angevil,", 2008",Technical Death Metal,6.69,5.45,1.24,9.402,3107,3247,1656,1451,0,272.32,6.086,13.070,7.877,9.356,11.115,10.553,5.833,1.366,0.052
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 10 - Intergalactic War (Battle to Save Our Universe)\04. Derek Sherinian - The Sons of Anu (Chemfinal)\notes.chart,Sons of Anus,,,,rock,9.46,8.19,1.26,13.203,3426,3465,770,1716,940,425.77,6.638,21.674,10.665,12.672,16.995,15.672,6.469,0.602,0.247
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 10 - Intergalactic War (Battle to Save Our Universe)\05. Vektor - LCD (Liquid Crystal Disease) (xX760Xx)\notes.chart,LCD (Liquid Crystal Disease),Vektor,xX760Xx,", 2016",Progressive Thrash Metal,7.79,6.41,1.38,10.757,3657,4612,3112,189,356,448.20,6.946,15.185,9.300,10.547,12.914,11.971,6.609,2.145,0.226
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 10 - Intergalactic War (Battle to Save Our Universe)\06. Galneryus - Resurrection (Chemfinal)\notes.chart,,,,,rock,8.40,6.91,1.49,11.455,5374,6002,3497,1091,786,811.51,5.547,19.958,8.340,10.936,15.736,14.378,5.142,1.431,0.557
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 10 - Intergalactic War (Battle to Save Our Universe)\07. Andromeda Solo Medley (CyclopsDragon)\notes.chart,Andromeda Solo Medley,Andromeda,CyclopsDragon,,rock,10.48,9.15,1.34,14.473,4034,4126,561,1192,2281,511.39,6.477,31.695,9.846,12.931,23.425,19.249,6.295,0.457,0.309
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 10 - Intergalactic War (Battle to Save Our Universe)\08. The Algorithm - Brute Force (XEntombmentX)\notes.chart,Brute Force,The Algorithm,XEntombmentX,", 2012",Electronic Progressive Metal,9.28,8.03,1.25,12.988,3295,3321,1065,31,2199,300.30,6.378,20.723,9.080,11.408,20.565,17.641,5.871,0.694,0.152
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 10 - Intergalactic War (Battle to Save Our Universe)\09. Zef - Gambit (CyclopsDragon)\notes.chart,Gambit,Zef,CyclopsDragon,", 2011",rock,26.30,24.98,1.32,33.430,3947,3947,810,607,2530,271.95,11.480,47.993,21.083,33.525,44.505,43.112,10.841,1.211,0.121
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 10 - Intergalactic War (Battle to Save Our Universe)\10. Electrocution 250 Solo Medley Deluxe (CTH1R Team)\notes.chart,,,,,rock,11.27,9.65,1.62,15.132,8130,8177,394,3434,4302,746.40,7.955,28.460,11.761,14.064,21.997,18.317,7.897,0.153,0.118
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\01. Demons & Wizards - Fiddler on the Green (BurpLeTurtle)\notes.chart,Fiddler on the Green,Demons & Wizards,BurpLeTurtle,", 2000",Power Metal,5.71,4.61,1.10,8.177,1559,2330,909,650,0,339.82,3.707,15.185,6.061,7.788,11.086,10.243,3.174,0.855,0.272
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\02. Utsu-P - I Want to Become a Stuffed Animal (feat. MAYU) (CyclopsDragon)\notes.chart,I Want to Become a Stuffed Animal,Utsu-P,CyclopsDragon,", 2018",rock,5.91,4.83,1.08,8.500,1456,2213,1299,17,140,271.06,3.553,13.630,5.922,8.518,11.104,10.380,3.018,1.112,0.043
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\04. FamilyJules - Trial of Thunder (5-3) (MercuryHg34)\notes.chart,,,,,rock,5.62,4.85,0.78,8.526,995,996,487,324,184,174.97,4.315,11.139,7.877,8.252,9.679,9.379,4.065,0.800,0.425
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\05. Ministry - Jesus Built My Hotrod (feat. Gibby Haynes) (JRabes)\notes.chart,Jesus Built My Hotrod,Ministry,JRabes,", 1992",Industrial,10.34,9.21,1.13,14.558,1968,2480,1740,220,8,260.00,6.986,18.527,13.653,13.654,18.527,15.735,6.689,1.083,0.121
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\07. Zomboy - End Game (TYNAN Remix) (Chezy)\notes.chart,End Game (TYNAN Remix),Zomboy,Chezy,,rock,8.19,7.36,0.83,12.075,986,1152,120,98,768,259.42,4.373,29.084,7.470,10.499,21.389,16.719,3.672,0.109,0.964
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\08. Louis Cole - Thinking (Live Sesh) (OHM)\notes.chart,Thinking (Live Sesh),Louis Cole,OHM,", 2018",Jazz,6.17,5.24,0.93,9.095,1355,1513,263,134,958,243.30,3.661,18.999,5.783,7.888,15.431,12.783,3.450,0.609,0.126
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\09. L.E.D. - THE CANNONBALLER (FULLSIZE MIX) (feat. YURiCa) (Mintorment)\notes.chart,THE CANNONBALLER (FULLSIZE MIX) (feat. YURiCa),L.E.D.,Mintorment,", 2018",rock,7.82,6.71,1.11,11.182,2040,2384,574,885,581,233.29,7.163,17.426,9.935,11.000,12.744,12.367,6.977,1.119,0.085
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\10. Jeff Hughell - Night Terrors (feat. Tyler Layne & Marco Pitruzzella) (LemonGH)\notes.chart,Night Terrors,Jeff Hughell,LemonGH,,rock,6.78,5.69,1.08,9.748,2036,2217,845,522,669,359.79,4.324,17.856,7.003,8.789,15.093,12.665,3.803,0.658,0.671
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\11. Guns N' Roses - Paradise City (xX760Xx)\notes.chart,Paradise City,Guns N' Roses,xX760Xx,", 1987",Hard Rock,6.31,5.25,1.06,9.112,1940,2105,652,1288,0,403.26,4.341,21.410,6.425,8.100,15.096,11.754,4.072,0.452,0.638
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\12. Lost Horizon - Sworn in the Metal Wind (GHX & xX760Xx)\notes.chart,Sworn In The Metal Wind,Lost Horizon,GHX,,rock,6.92,5.76,1.16,9.840,2385,2696,1833,494,58,332.60,5.317,15.758,7.643,9.649,12.393,11.738,4.733,2.385,0.558
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\13. ONI - The Only Cure (feat. Randy Blythe) (XEntombmentX)\notes.chart,The Only Cure (feat. Randy Blythe),ONI,XEntombmentX,", 2016",Progressive Metal,8.99,7.92,1.07,12.835,2157,2171,888,538,731,284.26,5.702,21.740,8.010,12.608,18.063,16.764,5.004,1.530,0.115
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\14. Lalle Larsson Trio - Homeland (OrangeHat)\notes.chart,Homeland,Lalle Larsson Trio,OrangeHat,", 2018",Jazz,6.58,5.65,0.93,9.689,1463,1514,0,0,1463,316.39,3.373,22.883,5.940,9.450,14.169,12.671,2.920,0.030,0.737
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\15. Todd Duane - Scatterbrained (Peddy)\notes.chart,Scatterbrained,Todd Duane,Peddy,", 1998",Shred Rock,8.20,7.26,0.94,11.938,1387,1524,363,740,284,207.90,5.508,19.585,8.870,11.299,17.003,14.681,5.427,0.644,0.327
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\16. Angra - The Temple of Hate (Paturages)\notes.chart,guitar,Unknown Artist,Unknown Charter,,rock,8.97,7.88,1.09,12.781,2132,2237,1255,465,412,309.73,5.604,20.608,9.590,12.553,16.600,15.375,4.973,1.184,0.454
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\17. Alkoholizer - Fatal Failure (Miscellany)\notes.chart,Fatal Failure,Alkoholizer,Miscellany,", 2018",rock,8.12,6.89,1.23,11.423,2958,3214,2614,302,42,369.07,6.623,19.072,9.137,11.469,13.430,13.172,6.195,2.256,0.033
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\19. Victor Wooten - Classical Thump (Angevil)\notes.chart,Classical Thump,Victor Wooten,Angevil,", 1996",Jazz Fusion,0.00,0.00,0.00,0.000,0,0,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\20. Fernando Miyata - Insanely Amazing Guitar Solo (jdurandTV & xX760Xx)\notes.chart,Insanely Amazing Guitar Solo,Fernando Miyata,jdurandTV,", 2007",Shred,7.99,6.85,1.14,11.374,2273,2554,578,1253,442,224.43,6.170,22.585,8.848,11.108,14.307,13.661,5.915,0.933,0.076
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\21. Galneryus - Resurrection Solo Medley (Chemfinal)\notes.chart,,,,,rock,10.24,8.65,1.59,13.814,7402,7542,1839,2848,2715,859.91,6.328,29.070,9.587,13.542,18.500,17.366,6.186,0.673,0.282
C:\YARG\Charts\Carpal Tunnel Hero -  Remastered\[CTH1R] 11 - Bonus Tier (Contributions to Those Who Helped)\22. Carpal Tunnel Hero Remastered Solo Medley (CTH1R Team)\notes.chart,Carpal Tunnel Hero: Remastered Solo Medley,,,,rock,11.52,9.74,1.78,15.249,11613,11861,1577,4867,5169,1017.28,7.693,31.491,11.273,14.694,20.565,18.810,7.580,0.525,0.132
C:\YARG\Charts\Carpal Tunnel Hero 2\- 00 Introduction\Introduction to Carpal Tunnel Hero 2\notes.chart,Introduction to Carpal Tunnel Hero 2,Unknown Artist,Unknown Charter,,rock,4.05,3.82,0.23,6.986,141,141,2,2,137,29.28,3.371,10.998,4.388,6.682,10.252,9.286,3.370,0.015,0.016
C:\YARG\Charts\Carpal Tunnel Hero 2\- 01 Introduction to a new Era\1 - 01 - Napalm Death - You Suffer\notes.chart,You Suffer,Napalm Death,,", 1987",rock,5.46,5.44,0.03,9.382,5,13,4,1,0,0.60,6.079,11.050,8.059,9.070,10.755,11.050,6.078,0.396,0.000
C:\YARG\Charts\Carpal Tunnel Hero 2\- 01 Introduction to a new Era\1 - 02 - Recode The Subliminal - At The End\notes.chart,At The End,Recode The Subliminal,,,rock,2.98,2.09,0.89,4.228,890,1364,797,6,87,227.54,2.034,7.904,3.257,3.846,6.077,5.376,1.180,0.776,0.656
C:\YARG\Charts\Carpal Tunnel Hero 2\- 01 Introduction to a new Era\1 - 03 - chon_story\notes.chart,chon_story,Unknown Artist,Unknown Charter,,rock,6.65,5.82,0.83,9.929,1005,1138,591,414,0,216.47,5.090,16.180,8.060,9.600,12.589,11.679,5.002,0.957,0.130
C:\YARG\Charts\Carpal Tunnel Hero 2\- 01 Introduction to a new Era\1 - 04 - Chemfinal - Avenged Sevenfold - Malaguena Salerosa\notes.chart,Malaguena Salerosa (La Malaguena),Avenged Sevenfold (Chemfinal) (2),,,rock,5.13,4.28,0.85,7.691,1012,1216,829,148,35,242.75,3.628,15.373,5.209,6.994,11.837,10.285,3.250,1.142,0.532
C:\YARG\Charts\Carpal Tunnel Hero 2\- 01 Introduction to a new Era\1 - 05 - Monuments - Atlas\notes.chart,Atlas,Monuments,Chezy,,rock,7.70,6.90,0.80,11.445,1044,1068,1043,1,0,200.19,6.983,16.547,9.938,11.269,13.393,12.748,6.829,2.046,0.333
C:\YARG\Charts\Carpal Tunnel Hero 2\- 01 Introduction to a new Era\1 - 06 - aaron\notes.chart,Aaron,Neil Cicierega,GanonMetroid,", 2015",Meme,2.90,2.24,0.66,4.476,702,712,0,0,702,260.38,1.839,9.090,3.258,4.086,6.503,5.863,1.699,0.014,0.340
C:\YARG\Charts\Carpal Tunnel Hero 2\- 01 Introduction to a new Era\1 - 07 - Repentance\notes.chart,Repentance,Dream Theater,,,rock,3.33,2.43,0.90,4.799,1237,1382,868,369,0,640.58,2.684,9.168,3.437,4.736,6.303,5.889,1.715,0.484,1.488
C:\YARG\Charts\Carpal Tunnel Hero 2\- 01 Introduction to a new Era\1 - 08 - fall of pangea\notes.chart,Fall of Pangea,Valient Thorr,GanonMetroid,", 2006",Hard Rock,5.65,4.60,1.04,8.167,1657,2004,1177,480,0,415.75,4.123,12.945,6.566,7.720,10.928,9.793,3.660,1.369,0.519
C:\YARG\Charts\Carpal Tunnel Hero 2\- 01 Introduction to a new Era\1 - 09 - Sarah Longfield - A New Discovery\notes.chart,A New Discovery,Sarah Longfield,Gabe,,rock,5.96,5.34,0.62,9.241,586,636,269,6,311,142.31,4.064,15.269,6.527,8.698,13.601,11.677,3.721,0.627,0.642
C:\YARG\Charts\Carpal Tunnel Hero 2\- 01 Introduction to a new Era\1 - 10 - Larry Carlton - Room 335\notes.chart,Room 335,Larry Carlton,,,rock,4.35,3.45,0.90,6.417,1323,1389,366,567,390,327.42,2.947,13.800,4.632,6.060,9.141,8.092,2.704,0.375,0.529
C:\YARG\Charts\Carpal Tunnel Hero 2\- 02 Training For The Big Day\2 - 01 - Boston - ForeplayLongTime\notes.chart,Foreplay/Long Time,Boston,jdurand11143,,rock,5.92,4.80,1.12,8.460,1978,2432,679,452,847,493.06,3.843,14.998,6.423,8.032,11.080,10.658,3.140,0.517,0.895
C:\YARG\Charts\Carpal Tunnel Hero 2\- 02 Training For The Big Day\2 - 02 - Shit's Fucked\notes.chart,Shit's Fucked,Stephen Paul Taylor (CyclopsDragon),CyclopsDragon,", 2014",rock,5.85,4.94,0.91,8.664,770,1413,445,0,325,190.18,3.472,11.707,7.219,8.442,11.110,9.747,3.257,1.056,0.083
C:\YARG\Charts\Carpal Tunnel Hero 2\- 02 Training For The Big Day\2 - 03 - beastly\notes.chart,Beastly,Vulfpeck,GanonMetroid,", 2012",Funk,4.74,3.99,0.76,7.245,943,943,750,193,0,246.57,3.735,13.505,5.794,6.854,9.697,8.713,3.621,1.220,0.168
C:\YARG\Charts\Carpal Tunnel Hero 2\- 02 Training For The Big Day\2 - 04 - littletybee_abby\notes.chart,Abby,Little Tybee,Unknown Charter,", 2016",rock,5.32,4.59,0.72,8.149,566,858,470,71,25,195.73,3.782,11.705,6.121,7.947,11.046,9.692,3.410,1.070,0.679
C:\YARG\Charts\Carpal Tunnel Hero 2\- 02 Training For The Big Day\2 - 05 - Experiment\notes.chart,Experiment,Garrythemod,Garrythemod,", 2017",Wire Metal,3.91,2.90,1.02,5.549,1255,1891,1233,20,2,210.19,2.960,8.196,4.569,5.161,7.671,6.585,1.391,2.117,0.064
C:\YARG\Charts\Carpal Tunnel Hero 2\- 02 Training For The Big Day\2 - 06 - MIMIZU IN THE DANCEFLOOR\notes.chart,MIMIZU IN THE DANCEFLOOR,The Ohayogozaimas (CyclopsDragon),CyclopsDragon,", 2015",rock,4.84,3.75,1.08,6.890,1701,2230,1594,107,0,312.33,3.696,11.942,5.276,6.637,9.139,8.352,2.881,2.021,0.344
C:\YARG\Charts\Carpal Tunnel Hero 2\- 02 Training For The Big Day\2 - 07 - Chemfinal - Richaad EB - Another Medium (Guitar Cover)\notes.chart,Another Medium - Guitar Remix,,,,rock,6.01,5.09,0.92,8.878,1457,1457,109,125,1223,251.08,5.094,10.841,8.316,8.861,9.437,9.342,4.906,0.167,0.329
C:\YARG\Charts\Carpal Tunnel Hero 2\- 02 Training For The Big Day\2 - 08 - davidmaximmicic_bilopt1\notes.chart,Bilo Pt. 1,David Maxim Micic,Unknown Charter,", 2011",rock,4.27,3.46,0.81,6.435,1099,1099,576,506,17,367.03,2.614,13.988,4.439,6.074,9.405,8.259,2.337,0.422,0.507
C:\YARG\Charts\Carpal Tunnel Hero 2\- 02 Training For The Big Day\2 - 09 - August Burns Red - Vanguard\notes.chart,Vanguard,August Burns Red,Chezy,,rock,5.55,4.57,0.98,8.118,1341,1697,857,356,128,331.60,3.951,11.012,6.575,8.075,9.940,9.231,3.450,0.527,0.542
C:\YARG\Charts\Carpal Tunnel Hero 2\- 02 Training For The Big Day\2 - 10 - Delusional Parasitsis - Dysmorphic Transmutation\notes.chart,Dysmorphic Transmutation,Delusional Parasitsis (ShadeGH),Unknown Charter,,rock,7.33,6.48,0.85,10.859,724,1224,521,203,0,143.58,6.476,15.915,9.377,10.674,12.926,12.094,6.185,1.261,0.490
C:\YARG\Charts\Carpal Tunnel Hero 2\- 02 Training For The Big Day\2 - 11 - The Funeral Portrait (CH)\notes.chart,The Funeral Portrait,Opeth,xX760Xx,", 2001",rock,6.24,4.89,1.35,8.589,2757,4254,2030,703,24,529.52,4.141,14.250,6.528,8.237,11.688,10.406,3.873,1.185,0.408
C:\YARG\Charts\Carpal Tunnel Hero 2\- 03 Independence\3 - 01 - Miscellany - Gunther - Ding Ding Song\notes.chart,Ding Dong Song,Günther,,", 2004",rock,3.67,2.72,0.94,5.270,1004,1562,7,9,988,238.62,2.763,8.010,4.316,4.995,6.660,6.389,2.715,0.058,0.052
C:\YARG\Charts\Carpal Tunnel Hero 2\- 03 Independence\3 - 02 - VItalj Kuprij - Waterfall\notes.chart,Waterfall,Vitalij Kuprij,ANDROMEDAYT,", 2017",rock,8.42,7.75,0.67,12.602,741,741,0,0,741,104.33,5.212,16.515,9.815,12.668,15.278,14.602,5.187,0.026,0.047
C:\YARG\Charts\Carpal Tunnel Hero 2\- 03 Independence\3 - 03 - Inginburei\notes.chart,Inginburei,The Ohayogozaimas (CyclopsDragon),CyclopsDragon,", 2015",rock,8.10,7.53,0.56,12.312,438,532,414,24,0,55.22,5.239,17.258,7.748,12.592,16.898,15.096,4.341,2.707,0.437
C:\YARG\Charts\Carpal Tunnel Hero 2\- 03 Independence\3 - 04 - Modest Mouse - Doin' The Cockroach\notes.chart,Doin' The Cockroach ,Modest Mouse,jdurand11143,,rock,6.11,5.07,1.04,8.850,1287,2001,1174,113,0,255.32,4.233,13.144,7.015,8.743,10.758,10.431,3.758,1.582,0.197
C:\YARG\Charts\Carpal Tunnel Hero 2\- 03 Independence\3 - 05 - trident tail\notes.chart,Trident Tail,Tera Melos (GanonMetroid),,,rock,6.36,5.34,1.03,9.239,1479,1926,1171,139,169,460.78,3.988,14.319,6.111,9.089,13.038,11.585,3.596,0.895,0.663
C:\YARG\Charts\Carpal Tunnel Hero 2\- 03 Independence\3 - 06 - Bleeding Skies - Lohengramm\notes.chart,Lohengramm,Bleeding Skies (Chemfinal) (3),,,rock,6.26,5.14,1.12,8.948,1701,2428,967,730,4,337.58,4.833,12.078,7.097,8.895,11.069,10.321,4.294,1.296,0.510
C:\YARG\Charts\Carpal Tunnel Hero 2\- 03 Independence\3 - 07 - Human Hive (CH)\notes.chart,Human Hive,Anterior,xX760Xx,", 2007",rock,8.21,7.17,1.03,11.821,1909,1960,1672,74,163,299.18,5.723,23.238,8.822,11.040,16.643,14.916,5.201,1.635,0.360
C:\YARG\Charts\Carpal Tunnel Hero 2\- 03 Independence\3 - 08 - The Faded Line (CH)\notes.chart,The Faded Line,Lamb of God,xX760Xx,", 2004",Groove Metal,6.93,5.90,1.03,10.036,1860,1955,1397,462,1,273.03,5.040,12.662,7.564,10.140,12.515,11.652,3.902,2.347,0.061
C:\YARG\Charts\Carpal Tunnel Hero 2\- 03 Independence\3 - 09 - potato-head in wonderland\notes.chart,potato-head in wonderland,Utsu-P (CyclopsDragon),CyclopsDragon,", 2016",rock,6.69,5.73,0.97,9.796,1364,1653,843,521,0,221.58,5.428,19.288,7.551,9.053,13.911,12.215,5.003,1.860,0.227
C:\YARG\Charts\Carpal Tunnel Hero 2\- 03 Independence\3 - 10 - FROST - Heartstrings\notes.chart,Heartstrings,FROST*,,", 2016",,4.12,3.35,0.77,6.265,883,984,389,5,489,295.68,2.852,10.239,5.018,6.075,7.931,7.421,2.633,0.494,0.613
C:\YARG\Charts\Carpal Tunnel Hero 2\- 03 Independence\3 - 11 - Chemfinal - The User Lives - The Wave That Pulled Us Under\notes.chart,The Wave That Pulled Us Under,The User Lives (Chemfinal) (4),Unknown Charter,,rock,5.99,5.02,0.97,8.779,1652,1655,751,901,0,204.23,5.611,12.335,7.754,8.594,10.275,9.731,5.468,0.655,0.124
C:\YARG\Charts\Carpal Tunnel Hero 2\- 03 Independence\3 - 12 - The Bright Light Social Hour - Rhubarb Jam\notes.chart,Rhubarb Jam,The Bright Light Social Hour,,,rock,7.50,6.65,0.84,11.101,972,1196,732,40,200,208.05,4.380,20.196,8.034,11.176,14.241,13.195,3.941,0.877,0.423
C:\YARG\Charts\Carpal Tunnel Hero 2\- 04 Worldly Traveler\4 - 01 - Play Dead\notes.chart,Play Dead,Andromeda (CyclopsDragon),CyclopsDragon,", 2011",rock,6.07,4.71,1.35,8.329,3327,4316,1393,1934,0,451.69,4.996,14.813,6.825,7.868,10.903,9.959,4.718,0.941,0.054
C:\YARG\Charts\Carpal Tunnel Hero 2\- 04 Worldly Traveler\4 - 02 - right to arm bears\notes.chart,The Right to Arm Bears,Electro Quarterstaff,GanonMetroid,", 2009",Metal,5.61,4.54,1.08,8.067,2066,2185,1080,986,0,380.48,4.545,13.166,6.628,7.862,9.899,9.410,4.345,0.935,0.435
C:\YARG\Charts\Carpal Tunnel Hero 2\- 04 Worldly Traveler\4 - 03 - Flesh and the Power it Holds (CH)\notes.chart,Flesh and the Power it Holds,Death,xX760Xx,", 1998",rock,5.82,4.69,1.13,8.295,2315,2503,1872,365,78,502.81,4.274,17.415,6.348,7.948,11.149,10.081,3.630,1.458,0.614
C:\YARG\Charts\Carpal Tunnel Hero 2\- 04 Worldly Traveler\4 - 04 - kingbaby-biggaloot\notes.chart,Big Galoot,Kingbaby (jdurand) (5),,,rock,4.28,3.55,0.73,6.581,724,878,289,203,232,208.72,3.024,12.339,4.626,6.308,9.158,8.349,2.784,0.463,0.388
C:\YARG\Charts\Carpal Tunnel Hero 2\- 04 Worldly Traveler\4 - 05 - Horobi No Uta\notes.chart,Horobi No Uta,The Ohayogozaimas (CyclopsDragon),CyclopsDragon,", 2016",rock,5.14,4.55,0.58,8.092,384,566,283,81,20,61.36,4.420,15.774,6.294,7.433,11.882,9.926,3.366,2.510,0.110
C:\YARG\Charts\Carpal Tunnel Hero 2\- 04 Worldly Traveler\4 - 06 - Gabe The Dog - The Borkening\notes.chart,The Borkening,Gabe The Dog,Gabe,,rock,3.93,3.21,0.72,6.047,856,857,810,46,0,206.08,2.902,9.662,4.243,6.006,8.135,7.347,2.271,1.512,0.134
C:\YARG\Charts\Carpal Tunnel Hero 2\- 04 Worldly Traveler\4 - 07 - Texas In July - The Void\notes.chart,The Void,Texas In July,Chezy,,rock,6.52,5.55,0.98,9.542,1249,1689,1034,215,0,207.78,4.885,13.298,8.192,9.401,11.222,10.707,4.001,2.007,0.371
C:\YARG\Charts\Carpal Tunnel Hero 2\- 04 Worldly Traveler\4 - 08 - slicethecake_theexile\notes.chart,The Exile,Slice the Cake,,", 2016",rock,6.37,5.14,1.23,8.952,2322,3185,1665,657,0,578.11,4.244,14.560,6.966,8.655,11.759,10.698,3.940,0.747,0.325
C:\YARG\Charts\Carpal Tunnel Hero 2\- 04 Worldly Traveler\4 - 09 - Sugarcoat of Love\notes.chart,Sugarcoat of Love,Utsu-P,CyclopsDragon,", 2017",rock,6.60,5.61,0.98,9.634,1355,1731,1243,52,60,236.02,4.562,16.987,6.638,9.195,13.086,12.640,3.700,2.263,0.476
C:\YARG\Charts\Carpal Tunnel Hero 2\- 04 Worldly Traveler\4 - 10 - Black Kirin - Eagle\notes.chart,Eagle,Black Kirin (ShadeGH),Unknown Charter,,rock,6.55,5.38,1.16,9.304,2500,2712,2073,427,0,400.91,3.953,19.336,6.452,8.345,14.805,12.276,3.451,1.146,0.161
C:\YARG\Charts\Carpal Tunnel Hero 2\- 04 Worldly Traveler\4 - 11 - coheedandcambria-inkeepingsecr\notes.chart,In Keeping Secrets of Silent Earth- 3,Coheed and Cambria (jdurand) (4),,,rock,5.64,4.46,1.18,7.952,1880,2834,1769,109,2,486.13,3.728,14.574,6.249,7.880,9.854,9.293,3.238,1.040,0.505
C:\YARG\Charts\Carpal Tunnel Hero 2\- 04 Worldly Traveler\4 - 12 - Apocalypse 1992\notes.chart,Apocalypse 1992,Gloryhammer,Rek3dge,,rock,4.58,3.44,1.14,6.399,1922,2584,1866,56,0,566.62,3.315,11.795,5.272,5.958,8.568,7.717,2.485,0.864,1.171
C:\YARG\Charts\Carpal Tunnel Hero 2\- 04 Worldly Traveler\4 - 13 - jingle bells\notes.chart,Jingle Bells,Brad Paisley feat. Grover,GanonMetroid,", 2007",Country,6.36,5.84,0.52,9.951,388,464,169,209,10,79.57,4.198,14.945,7.444,9.752,13.034,11.992,3.957,0.772,0.302
C:\YARG\Charts\Carpal Tunnel Hero 2\- 05 Oriental Inquisition\5 - 01 - Shokran - Interlude\notes.chart,Interlude,Shokran,jdurand11143,,rock,7.84,7.14,0.70,11.779,783,797,281,211,291,95.30,7.457,14.693,10.467,11.794,13.091,12.730,7.365,1.158,0.058
